,"National Assessment and Accreditation Council, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colleges accredited by NAAC having valid accreditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sr. No.,Name of the College,State,CGPA,Grade,Accreditation valid up to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,"Sri Dasari Narayana Rao Government Degree College for Women, West Godavari, Palacole – 534260 (Second Cycle) ",Andhra Pradesh,2.5,B,16-03-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,"Sri Vasavi Engineering College, Tadepalligudem – 534101 (First Cycle)",Andhra Pradesh,3.18,A,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,"Sri Venkateswara College of Engineering And Technology (Autonomous), Chittoor, 517127 (First Cycle, Re-assessment)",Andhra Pradesh,3.08,A,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,"Sri Venkateswara College of Engineering and Technology, Srikakulam – 532410 (First Cycle)",Andhra Pradesh,3.08,A,10-07-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,"St. Mary’s Group of Institutions Guntur, Chebrolu (V&M), Guntur – 522212 (First Cycle",Andhra Pradesh,2.08,B,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,"St. Mary’s Women’s Engineering College, Budampadu, Guntur – 522017 (First Cycle)",Andhra Pradesh,2.05,B,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,"Subharam Government Degree College, Chittoor – 517247 (Second Cycle) ",Andhra Pradesh,2.18,B,24-05-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,"V. R. S. and Y. R. N. College, Chirala – 523157 (Second Cycle)",Andhra Pradesh,3.15,A,10-07-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,"Vemu Institute of Technology, P. Kothakota, Pakala, Chittoor – 517112 (First Cycle)",Andhra Pradesh,2.85,B++,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,"Visakha Government Degree College for Women, Visakhapatnam – 530020 (Second Cycle) ",Andhra Pradesh,2.53,B,13-09-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,"VSM College of Engineering, Ramachandrapuram – 533255 (First Cycle)",Andhra Pradesh,2.63,B+,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,"A. J. College of Education, Rajupeta, Machilipatnam, Krishna – 521001 (First Cycle) ",Andhra Pradesh,2.78,B++,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,"Aditya Degree College, Kakinada – 533003 (First Cycle) ",Andhra Pradesh,2.81,B++,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,"Adusumilli Gopalakrishnaiah and Sugarcane Growers Siddhartha Degree College of Arts and Science, Vuyyuru, Krishna – 521165 (Second Cycle) ",Andhra Pradesh,3.05,A,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,"Akkineni Nageswara Rao College, Gudivada, Krishna – 521301 (Second Cycle) ",Andhra Pradesh,3.05,A,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,"Andhra Christian College, Sambasivapet, Guntur – 522001 (Second Cycle)",Andhra Pradesh,3.01,A,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,"Andhra Loyola College, Vijayawada – 520008 (Third Cycle)",Andhra Pradesh,3.66,A+,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,"Andhra Pradesh Residential Degree College, Guntur – 522439 (First Cycle, assessed as per old methodology)",Andhra Pradesh,2.51,B,15-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,"Annamacharya College of Pharmacy, New Boyanapalli, Rajampet, Kadapa – 516216
 (First Cycle)
",Andhra Pradesh,3.08,A,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,"Audisankara College of Engineering and Technology, Gudur, Nellore – 524101 
(Second Cycle)
",Andhra Pradesh,2.77,B++,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,"Avanthi Institute of Engineering and Technology, Tamaram, Makavarapalem, Visakhapatnam – 531113 (First Cycle) ",Andhra Pradesh,2.74,B+,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,"B. V. K. College, Dwarakanagar, Visakhapatnam – 530016 
(First Cycle)
",Andhra Pradesh,2.78,B++,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,"Balaji Institute of Engineering and Management Studies, Ramannapalem, Kodavuluru, Nellore – 524366 
(First Cycle)
",Andhra Pradesh,2.07,B,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,"Bhagawan Sri Satyasai Baba Degree College, Tadikonda, Guntur – 522236 
(First Cycle)
",Andhra Pradesh,2.57,B+,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,"Ch. S. D. St. Theresa's Autonomous College for Women, Gavaravaram, Sanivarapupeta, West Godavari, Eluru – 534003 
(Fourth Cycle)
7 Years Validity
",Andhra Pradesh,3.56,A+,29-10-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,"CSSR and SRRM Degree and PG College, Kamalapuram, Cuddapah – 516289 
(First Cycle)
",Andhra Pradesh,2.77,B++,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,"Devineni Venkata Ramana and Dr. Himasekhar MIC College of Technology, Kanchikacherla, Krishna, Vijayawada – 521180 (First Cycle) ",Andhra Pradesh,3.22,A,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,"Dharma Apparao College, Nuzvid, Krishna – 521201 (First Cycle)",Andhra Pradesh,1.74,C,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,"Dr. B. V. Raju Institute of Computer Education, Vishnupur, Bhimavaram, West Godavari – 534202 (First Cycle)",Andhra Pradesh,2.51,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,"Dr. V. S. Krishna Government Degree College, Maddilapalem, Visakhapatnam – 530013 
(Third Cycle)
",Andhra Pradesh,3.11,A,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,"G. Pullaiah College of Engineering and Technology, Pasupula, Kurnool – 518452 (First Cycle)",Andhra Pradesh,3.03,A,21-02-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,"Government College, Anantapur – 515001 (Third Cycle)",Andhra Pradesh,3.13,A,08-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,102,"Government Degree College (Men), Srikakulam – 532001 
(Third Cycle)
",Andhra Pradesh,2.9,B++,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103,"Government Degree College, Chebrole Post, Guntur – 522212 (First Cycle)",Andhra Pradesh,2.26,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,104,"Government Degree College, Kurnool, Banaganapalle – 518124 (First Cycle)",Andhra Pradesh,2.11,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,"Government Degree College, Palakonda, Srikakulam – 532440 (Second Cycle)",Andhra Pradesh,2.17,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,"Government Degree College, Srisailam Project (Right Flank Colony) Township, Kurnool – 518102 (First Cycle) ",Andhra Pradesh,2.14,B,15-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,"Hindu College, Guntur – 522003 (Third Cycle)",Andhra Pradesh,3.07,A,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,"Jagarlamudi Kuppuswamy Choudary College, Guntur - 522006 (Second Cycle)",Andhra Pradesh,3.32,A,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,109,"Kakinada Institute of Technology and Science, Tirupathi Village, Divili, Peddapuram, East Godavari – 533433 (First Cycle) ",Andhra Pradesh,2.51,B+,08-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,"Lenora Institute of Dental Sciences, Rajanagaram, Rajamundry, East Godavari – 533294 
(First Cycle)
",Andhra Pradesh,3.12,A,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,"Loyola Institute of Technology and Management, Dhulipalla, Satenapalle, Guntur – 522412 (First Cycle)",Andhra Pradesh,3.08,A,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,"Noble College, Machilipatnam – 521001 
(Second Cycle)
",Andhra Pradesh,2.6,B+,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,"NRI Institute of Technology, Pothavarappadu, Agiripalli, Krishna, Vijayawada – 521212 (First Cycle)",Andhra Pradesh,3.21,A,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,"Osmania College, Peta, Kurnool – 518001 (Second Cycle) ",Andhra Pradesh,3.01,A,01-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,"P. B. N. College, Ponnur, Guntur – 522124 
(Second Cycle)
",Andhra Pradesh,2.59,B+,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,"P. V. K. N. Government College, Greamspet, Chittoor – 517002 (Third Cycle) ",Andhra Pradesh,3.02,A,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,117,"Paritala Sriramulu Government Degree College, Penukonda – 515110 (First Cycle)",Andhra Pradesh,1.89,C,22-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118,"Pithapur Rajah's Government College (Autonomous), Kakinada East, Godavari – 533003 
(Third Cycle)
",Andhra Pradesh,3.17,A,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,"QIS College of Engineering and Technology, Vengamukkapalem, Ongole – 523272 (First Cycle)",Andhra Pradesh,3.12,A,21-02-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,"Rajeev Gandhi Memorial College of Engineering and Technology (Autonomous), Nandyal, Kurnool – 518501 (Second Cycle)",Andhra Pradesh,3.54,A+,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,"Ramachandra College of Engineering, Eluru – 534007 (First Cycle)",Andhra Pradesh,2.8,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,"Rayapati Venkata Ranga Rao College of Education, Pattabhipuram, Guntur – 522006 (Second Cycle)",Andhra Pradesh,2.69,B+,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,"S. G. K. Government Degree College, Vinukonda, Guntur – 522001 
(Second Cycle)
",Andhra Pradesh,2.26,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,124,"S. K. B. R. Government Degree College, Macherla, Guntur – 522426 (Second Cycle)  ",Andhra Pradesh,2.77,B++,22-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,"S. K. V. T. College, Rajahmundry – 533103 (First Cycle)",Andhra Pradesh,1.54,C,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126,"S. R. R. and C. V. R. Government Degree College, Machavaram, Krishna, Vijayawada – 520004 (Third Cycle) ",Andhra Pradesh,2.6,B+,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,"S. V. Arts and Science College, Giddalur, Prakasam – 523357 (First Cycle)",Andhra Pradesh,1.57,C,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,128,"S. V. B. Government Degree College, Kurnool – 518134 (Second Cycle)",Andhra Pradesh,2.77,B++,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,129,"S. V. L. N. S. Government Degree College, Bheemunipatnam – 531163 (Second Cycle)",Andhra Pradesh,2.13,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130,"SDS (A) College of Arts and Applied Sciences, Shreeramnagar, Garividi Mandal, Vizianagaram – 535101 (Second Cycle) ",Andhra Pradesh,2.22,B,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,"Shri Vishnu College of Pharmacy, Vishnupur, Bhimavaram, West Godavari – 534202 (Second Cycle)",Andhra Pradesh,3.14,A,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,132,"Sir C. R. Reddy Autonomous College, Eluru, West Godavari – 534007 (Third Cycle) 

",Andhra Pradesh,3.21,A,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,"Sir C. R. Reddy College of Engineering, Vatluru, Eluru – 534007 (First Cycle)",Andhra Pradesh,2.17,B,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,134,"Smt. Gentela Sakuntalamma College, Vidyanagar, Jaggaiahpet, Krishna – 521175 (Second Cycle)",Andhra Pradesh,2.81,B++,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,"Smt. Kandukuri Rajyalakshmi College for Women, East Godavari, Rajahmundry – 533103
(Second Cycle)
",Andhra Pradesh,2.53,B+,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,136,"Sree Konaseema Bhanoji Ramars College, Amalapuram – 533201 (Second Cycle)",Andhra Pradesh,2.78,B++,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,"Sri Neelam Sanjeeva Reddy Arts, Science and Commerce College, Velgode, Kurnool – 518533 (First Cycle)",Andhra Pradesh,2.28,B,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,138,"Sri Venkateswara College of Nursing, Murukambattu, Chittoor – 517127 (First Cycle)",Andhra Pradesh,3.03,A,08-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,139,"Sri Yerramilli Narayana Murthy College, Narsapur, West Godavari – 534275 (Third Cycle) ",Andhra Pradesh,3.41,A,22-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,"Tirumala Engineering College, Narasaraopet, Guntur – 522601 
(First Cycle)
",Andhra Pradesh,2.43,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,"Vemuri Sundara Ramaiah Government Degree and P. G. College, Krishna, Movva, Machilipatnam – 521135 
(Third Cycle)
",Andhra Pradesh,3.01,A,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,142,"Vignan’s Institute of Information Technology, Duvvada, Gajuwaka, Visakhapatnam – 530049 (Second Cycle)",Andhra Pradesh,3.41,A,18-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,"Y. V. N. R. Government Degree College, Kaikaluru, Krishna – 521333 (Second Cycle)",Andhra Pradesh,2.61,B+,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,"GIET Engineering College, Chaitanya Knowledge City, Velugubanda, Rajanagaram, Rajahmundry, East Godavari – 533296 
(First Cycle)
",Andhra Pradesh,2.78,B++,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145,"Nova College of Engineering and Technology, Jupudi, Ibrahimpatnam, Vijayawada – 521456 
(First Cycle)
",Andhra Pradesh,2.39,B,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146,"Nova College of Pharmaceutical Education and Research, Jupudi, Krishna, Vijayawada – 521456 
(First Cycle)
",Andhra Pradesh,1.57,C,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147,"Nova PG College, Jupudi, Ibrahimpatnam, Vijayawada – 521456 
(First Cycle)
",Andhra Pradesh,2.51,B+,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,148,Sanketika Vidya Parishad Engineering College (First Cycle),Andhra Pradesh,2.75,B+,02-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,Srinivasarao College of Pharmacy (First Cycle),Andhra Pradesh,2.15,B,02-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,"KBN COLLEGE, Kothapeta, Vijayawada-520 001 (Third Cycle)",Andhra Pradesh,3.11,A,07-02-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,"KAKANI VENKATA RATNAM COLLEGE,Kakani Nagar, Nandigama, Krishna - Dist. 521185,Nandigama , 521185  (Second Cycle)",Andhra Pradesh,2.01,B,07-02-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,152,"PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, Devabhakthuni Ramalingeswara Rao Road, Kanuru, Vijayawada - 520 007,Vijayawada , 520007 (Second Cycle)",Andhra Pradesh,3.38,A+,27-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153,"SAI TIRUMALA NALABOTHU VENKATA RAO ENGINEERING COLLEGE,Oppo - Sai Baba Temple, Jonnalagadda Village, Narasaraopet Guntur dist, Andhra Pradesh , 522601, NARASARAOPET , 522601 (First Cycle)",Andhra Pradesh,2.51,B+,27-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,"SRI VENKATESWARA ENGINEERING COLLEGE FOR WOMEN,OPPOSITE TO LIC TRAINING CENTRE,KARAKAMBADI ROAD, Tirupathi , 517507  (First Cycle)",Andhra Pradesh,2.82,B++,27-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,"ADITYA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Tekkali, Srikakulam-Dist,Tekkali , 532201 (Second Cycle)",Andhra Pradesh,3.3,A+,31-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,"CHEBROLU ENGINEERING COLLEGE,NEAR POWER STATION CHEBROLU,Guntur , 522212 (First Cycle)",Andhra Pradesh,2.48,B,31-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
